Member Number,Animal Type,Animal Name,Gender,D.o.B,Primary Breed,Purpose,Status (if Cow),Acquisition,farming Type,Feeding & Milking Habits,Feed Type,Photograph Ref.
03115,Cattle,Mary,Female,,Freshian,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
03117,Cattle,Tharuni ,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
03119,Cattle,Rironi Kanini,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03120,Cattle,Duma,Female,,Freshian,Milk,Dry,Birth,Zero,2xDay,"Grass, Suppliment",
03121,Cattle,Bater,Female,,Freshian,Milk,Dry,Birth,Grazing,2xDay,"Grass, Suppliment",
03123,Cattle,Motho,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03128,Cattle,Junior,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03132,Cattle,Kamandura,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03133,Cattle,Mwai,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03134,Cattle,Buster,Female,,Ayshire,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03135,Cattle,July,Female,,Red Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03138,Cattle,Valentine,Female,,Ayshire,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
03139,Cattle,Suzzana,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
03140,Cattle,Tintin,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
03142,Cattle,Champion,Female,,Freshian,Milk,Dry,Purchase,Grazing,2xDay,"Grass, Suppliment",
03147,Cattle,Papaya,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
03153,Cattle,Butter,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03154,Cattle,Galaher,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03158,Cattle,Gabriella,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
03162,Cattle,Junior,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
03166,Cattle,Kendi,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03169,Cattle,Mwai,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03173,Cattle,Buster,Female,,Freshian,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
03177,Cattle,July,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
03178,Cattle,Valentine,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03179,Cattle,Suzzana,Female,,Freshian,Milk,Dry,Birth,Zero,2xDay,"Grass, Suppliment",
03180,Cattle,Tintin,Female,,Freshian,Milk,Dry,Birth,Grazing,2xDay,"Grass, Suppliment",
03183,Cattle,Champion,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03190,Cattle,Papaya,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03192,Cattle,Butter,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03193,Cattle,Galaher,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03196,Cattle,Pamela,Female,,Ayshire,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03197,Cattle,Justice,Female,,Red Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03206,Cattle,Tele,Female,,Ayshire,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
03216,Cattle,Tomboy,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
03218,Cattle,Mischief,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
03223,Cattle,Jennifer,Female,,Freshian,Milk,Dry,Purchase,Grazing,2xDay,"Grass, Suppliment",
03230,Cattle,Junior,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
03231,Cattle,Jata,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03232,Cattle,Kamburu,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03233,Cattle,Amo 34,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
03234,Cattle,Rark,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
03235,Cattle,Scribe,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03238,Cattle,Good Boy,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03239,Cattle,Security,Female,,Freshian,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
03243,Cattle,Mary,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
03249,Cattle,Tharuni ,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03250,Cattle,Rironi Kanini,Female,,Freshian,Milk,Dry,Birth,Zero,2xDay,"Grass, Suppliment",
03252,Cattle,Duma,Female,,Freshian,Milk,Dry,Birth,Grazing,2xDay,"Grass, Suppliment",
03253,Cattle,Bater,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03257,Cattle,Motho,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03258,Cattle,Junior,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03260,Cattle,Kamandura,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03261,Cattle,Mwai,Female,,Ayshire,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03268,Cattle,Justina,Female,,Red Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03270,Cattle,Reddi,Female,,Ayshire,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
03273,Cattle,Runana,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
03274,Cattle,Justice,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
03275,Cattle,Hellena,Female,,Freshian,Milk,Dry,Purchase,Grazing,2xDay,"Grass, Suppliment",
03276,Cattle,Karendi,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
03277,Cattle,Jennifer,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03278,Cattle,Junior,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03280,Cattle,Jata,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
03289,Cattle,Kamburu,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
03290,Cattle,Amo 34,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03291,Cattle,Rark,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03296,Cattle,Scribe,Female,,Freshian,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
03302,Cattle,Good Boy,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
03309,Cattle,Security,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03310,Cattle,Mary,Female,,Freshian,Milk,Dry,Birth,Zero,2xDay,"Grass, Suppliment",
03314,Cattle,Tharuni ,Female,,Freshian,Milk,Dry,Birth,Grazing,2xDay,"Grass, Suppliment",
03315,Cattle,Rironi Kanini,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03316,Cattle,Duma,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03317,Cattle,Bater,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03318,Cattle,Motho,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03319,Cattle,Junior,Female,,Ayshire,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03320,Cattle,Kamandura,Female,,Red Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03324,Cattle,Mwai,Female,,Ayshire,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
03328,Cattle,Buster,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
03329,Cattle,July,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
03332,Cattle,Valentine,Female,,Freshian,Milk,Dry,Purchase,Grazing,2xDay,"Grass, Suppliment",
03334,Cattle,Suzzana,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
03335,Cattle,Tintin,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03336,Cattle,Champion,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03337,Cattle,Papaya,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
03338,Cattle,Butter,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
03339,Cattle,Galaher,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03341,Cattle,Gabriella,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03343,Cattle,Junior,Female,,Freshian,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
03344,Cattle,Kendi,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
03345,Cattle,Mwai,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03348,Cattle,Buster,Female,,Freshian,Milk,Dry,Birth,Zero,2xDay,"Grass, Suppliment",
03351,Cattle,July,Female,,Freshian,Milk,Dry,Birth,Grazing,2xDay,"Grass, Suppliment",
03353,Cattle,Valentine,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03356,Cattle,Suzzana,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03359,Cattle,Tintin,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03360,Cattle,Champion,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03362,Cattle,Papaya,Female,,Ayshire,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03366,Cattle,Butter,Female,,Red Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03372,Cattle,Galaher,Female,,Ayshire,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
03374,Cattle,Pamela,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
03376,Cattle,Justice,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
03380,Cattle,Tele,Female,,Freshian,Milk,Dry,Purchase,Grazing,2xDay,"Grass, Suppliment",
03382,Cattle,Tomboy,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
03388,Cattle,Mischief,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03390,Cattle,Jennifer,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03392,Cattle,Junior,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
03393,Cattle,Jata,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
03395,Cattle,Kamburu,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03400,Cattle,Amo 34,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03404,Cattle,Rark,Female,,Freshian,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
03406,Cattle,Scribe,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
03407,Cattle,Good Boy,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03409,Cattle,Security,Female,,Freshian,Milk,Dry,Birth,Zero,2xDay,"Grass, Suppliment",
03410,Cattle,Mary,Female,,Freshian,Milk,Dry,Birth,Grazing,2xDay,"Grass, Suppliment",
03411,Cattle,Tharuni ,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03416,Cattle,Rironi Kanini,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03419,Cattle,Duma,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03420,Cattle,Bater,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03421,Cattle,Motho,Female,,Ayshire,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03424,Cattle,Junior,Female,,Red Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03441,Cattle,Kamandura,Female,,Ayshire,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
03454,Cattle,Mwai,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
03456,Cattle,Galaher,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
03458,Cattle,Pamela,Female,,Freshian,Milk,Dry,Purchase,Grazing,2xDay,"Grass, Suppliment",
03459,Cattle,Justice,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
03460,Cattle,Tele,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03461,Cattle,Tomboy,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03462,Cattle,Mischief,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
03466,Cattle,Jennifer,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
03469,Cattle,Junior,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03471,Cattle,Jata,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03472,Cattle,Kamburu,Female,,Freshian,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
03473,Cattle,Amo 34,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
03476,Cattle,Rark,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03478,Cattle,Scribe,Female,,Freshian,Milk,Dry,Birth,Zero,2xDay,"Grass, Suppliment",
03485,Cattle,Good Boy,Female,,Freshian,Milk,Dry,Birth,Grazing,2xDay,"Grass, Suppliment",
03487,Cattle,Security,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03491,Cattle,Mary,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03492,Cattle,Tharuni ,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03493,Cattle,Rironi Kanini,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03494,Cattle,Duma,Female,,Ayshire,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03495,Cattle,Bater,Female,,Red Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03497,Cattle,Motho,Female,,Ayshire,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
03501,Cattle,Junior,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
03503,Cattle,Kamandura,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
03504,Cattle,Mwai,Female,,Freshian,Milk,Dry,Purchase,Grazing,2xDay,"Grass, Suppliment",
03505,Cattle,Justina,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
03508,Cattle,Reddi,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03511,Cattle,Runana,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03513,Cattle,Justice,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
03514,Cattle,Hellena,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
03515,Cattle,Karendi,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03517,Cattle,Jennifer,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03520,Cattle,Junior,Female,,Freshian,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
03523,Cattle,Jata,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
03524,Cattle,Kamburu,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03527,Cattle,Amo 34,Female,,Freshian,Milk,Dry,Birth,Zero,2xDay,"Grass, Suppliment",
03528,Cattle,Rark,Female,,Freshian,Milk,Dry,Birth,Grazing,2xDay,"Grass, Suppliment",
03531,Cattle,Scribe,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03533,Cattle,Good Boy,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03535,Cattle,Security,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03538,Cattle,Mary,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03539,Cattle,Tharuni ,Female,,Ayshire,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03551,Cattle,Rironi Kanini,Female,,Red Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03558,Cattle,Duma,Female,,Ayshire,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
03560,Cattle,Bater,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
03561,Cattle,Motho,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
03562,Cattle,Junior,Female,,Freshian,Milk,Dry,Purchase,Grazing,2xDay,"Grass, Suppliment",
03563,Cattle,Kamandura,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
03564,Cattle,Mwai,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03567,Cattle,Buster,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03568,Cattle,July,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
03569,Cattle,Valentine,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
03573,Cattle,Suzzana,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03576,Cattle,Tintin,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03581,Cattle,Justina,Female,,Freshian,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
03582,Cattle,Reddi,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
03588,Cattle,Runana,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03603,Cattle,Justice,Female,,Freshian,Milk,Dry,Birth,Zero,2xDay,"Grass, Suppliment",
03604,Cattle,Hellena,Female,,Freshian,Milk,Dry,Birth,Grazing,2xDay,"Grass, Suppliment",
03605,Cattle,Karendi,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03607,Cattle,Jennifer,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03608,Cattle,Junior,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03610,Cattle,Jata,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03611,Cattle,Kamburu,Female,,Ayshire,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03615,Cattle,Amo 34,Female,,Red Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03617,Cattle,Rark,Female,,Ayshire,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
03619,Cattle,Scribe,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
03620,Cattle,Good Boy,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
03623,Cattle,Security,Female,,Freshian,Milk,Dry,Purchase,Grazing,2xDay,"Grass, Suppliment",
03628,Cattle,Mary,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
03630,Cattle,Tharuni ,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03633,Cattle,Rironi Kanini,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03634,Cattle,Duma,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
03637,Cattle,Bater,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
03638,Cattle,Motho,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03640,Cattle,Junior,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03641,Cattle,Kamandura,Female,,Freshian,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
03642,Cattle,Mwai,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
03644,Cattle,Buster,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03646,Cattle,July,Female,,Freshian,Milk,Dry,Birth,Zero,2xDay,"Grass, Suppliment",
03647,Cattle,Valentine,Female,,Freshian,Milk,Dry,Birth,Grazing,2xDay,"Grass, Suppliment",
03651,Cattle,Suzzana,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03652,Cattle,Tintin,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03653,Cattle,Champion,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03658,Cattle,Papaya,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03660,Cattle,Butter,Female,,Ayshire,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03661,Cattle,Galaher,Female,,Red Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03663,Cattle,Gabriella,Female,,Ayshire,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
03664,Cattle,Junior,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
03665,Cattle,Kendi,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
03666,Cattle,Mwai,Female,,Freshian,Milk,Dry,Purchase,Grazing,2xDay,"Grass, Suppliment",
03668,Cattle,Buster,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
03672,Cattle,July,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03673,Cattle,Valentine,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03674,Cattle,Suzzana,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
03676,Cattle,Tintin,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
03678,Cattle,Champion,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03680,Cattle,Papaya,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03681,Cattle,Butter,Female,,Freshian,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
03682,Cattle,Galaher,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
03684,Cattle,Pamela,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03686,Cattle,Justice,Female,,Freshian,Milk,Dry,Birth,Zero,2xDay,"Grass, Suppliment",
03688,Cattle,Tele,Female,,Freshian,Milk,Dry,Birth,Grazing,2xDay,"Grass, Suppliment",
03689,Cattle,Tomboy,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03694,Cattle,Mischief,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03695,Cattle,Jennifer,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03696,Cattle,Junior,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03698,Cattle,Jata,Female,,Ayshire,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03699,Cattle,Kamburu,Female,,Red Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03700,Cattle,Amo 34,Female,,Ayshire,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
03703,Cattle,Rark,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
03705,Cattle,Scribe,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
03707,Cattle,Good Boy,Female,,Freshian,Milk,Dry,Purchase,Grazing,2xDay,"Grass, Suppliment",
03708,Cattle,Security,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
03711,Cattle,Mary,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03712,Cattle,Tharuni ,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03715,Cattle,Rironi Kanini,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
03718,Cattle,Duma,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
03721,Cattle,Bater,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
03724,Cattle,Motho,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
