Type,Date,Member Number,Class,Route,Amount,,
Credit Sale,18.08.2010,02836,Store Credit,R028,"2,070.00",,
Credit Sale,18.08.2010,02850,Store Credit,R001,"2,650.00",,
Credit Sale,18.08.2010,02858,Store Credit,R028,193.00,,
Credit Sale,18.08.2010,02882,Store Credit,R028,"4,910.00",,
Credit Sale,18.08.2010,02911,AIServices,,600.00,,
Credit Sale,18.08.2010,02952,Store Credit,R020,"1,650.00",,
Credit Sale,18.08.2010,02979,Store Credit,R019,650.00,,
Credit Sale,18.08.2010,02998,Store Credit,R019,"1,300.00",,
Credit Sale,18.08.2010,03040,Store Credit,R010,580.00,,
Credit Sale,18.08.2010,03140,Store Credit,R028,"2,070.00",,
Credit Sale,18.08.2010,03161,Clinical Services,,"1,700.00",,
Credit Sale,19.08.2010,00010,Store Credit,R009,120.00,,
Credit Sale,19.08.2010,00298,Store Credit,R028,290.00,,
Credit Sale,19.08.2010,00298,Store Credit,R028,290.00,,
Credit Sale,19.08.2010,00375,Store Credit,R028,650.00,,
Credit Sale,19.08.2010,00680,Store Credit,R028,"2,470.00",,
Credit Sale,19.08.2010,00763,Clinical Services,,"2,700.00",,
Credit Sale,19.08.2010,00941,Store Credit,R009,650.00,,
Credit Sale,19.08.2010,01054,Store Credit,R004,800.00,,
Credit Sale,19.08.2010,01060,Store Credit,R028,"1,640.00",,
Credit Sale,19.08.2010,01070,Store Credit,R028,"2,070.00",,
Credit Sale,19.08.2010,01107,Store Credit,R028,290.00,,
Credit Sale,19.08.2010,01124,AIServices,,"1,000.00",,
Credit Sale,19.08.2010,01867,Store Credit,R002,190.00,,
Credit Sale,19.08.2010,01893,Store Credit,R007,650.00,,
Credit Sale,19.08.2010,01896,Store Credit,R028,650.00,,
Credit Sale,19.08.2010,01896,Store Credit,R028,290.00,,
Credit Sale,19.08.2010,01905,Store Credit,R009,190.00,,
Credit Sale,19.08.2010,01922,Store Credit,R028,650.00,,
Credit Sale,19.08.2010,01979,Store Credit,R017,400.00,,
Credit Sale,19.08.2010,01989,Store Credit,R009,905.00,,
Credit Sale,19.08.2010,02049,Store Credit,R028,410.00,,
Credit Sale,19.08.2010,02250,Store Credit,R019,650.00,,
Credit Sale,19.08.2010,02272,Store Credit,R009,650.00,,
Credit Sale,19.08.2010,02276,Store Credit,R028,193.00,,
Credit Sale,19.08.2010,02294,Store Credit,R028,295.00,,
Credit Sale,19.08.2010,02369,Store Credit,R028,"1,420.00",,
Credit Sale,19.08.2010,02412,Store Credit,R007,"2,900.00",,
Credit Sale,19.08.2010,02633,Store Credit,R017,"2,350.00",,
Credit Sale,19.08.2010,02649,Store Credit,R028,650.00,,
Credit Sale,19.08.2010,02724,Store Credit,R001,"3,365.00",,
Credit Sale,19.08.2010,02745,Store Credit,R028,290.00,,
Credit Sale,19.08.2010,02776,Store Credit,R007,295.00,,
Credit Sale,19.08.2010,02795,Store Credit,R028,290.00,,
Credit Sale,19.08.2010,02795,Store Credit,R028,220.00,,
Credit Sale,19.08.2010,02836,Store Credit,R028,290.00,,
Credit Sale,19.08.2010,02858,Store Credit,R028,"1,420.00",,
Credit Sale,19.08.2010,02882,Store Credit,R028,300.00,,
Credit Sale,19.08.2010,02882,Store Credit,R028,290.00,,
Credit Sale,19.08.2010,02892,Store Credit,R028,"2,723.00",,
Credit Sale,19.08.2010,02895,Store Credit,R028,290.00,,
Credit Sale,19.08.2010,02935,Store Credit,R028,"1,300.00",,
Credit Sale,19.08.2010,02935,Store Credit,R028,290.00,,
Credit Sale,19.08.2010,02935,AIServices,,600.00,,
Credit Sale,19.08.2010,03088,Clinical Services,,"1,000.00",,
Credit Sale,19.08.2010,03124,Store Credit,R028,193.00,,
Credit Sale,19.08.2010,03140,Store Credit,R028,650.00,,
Credit Sale,19.08.2010,03182,Store Credit,R007,"1,300.00",,
Credit Sale,20.08.2010,00055,Store Credit,R009,"2,990.00",,
Credit Sale,20.08.2010,00057,Store Credit,R006,"1,610.00",,
Credit Sale,20.08.2010,00087,Store Credit,R005,"1,830.00",,
Credit Sale,20.08.2010,00231,Store Credit,R005,193.00,,
Credit Sale,20.08.2010,00318,Clinical Services,,900.00,,
Credit Sale,20.08.2010,00361,Store Credit,R006,900.00,,
Credit Sale,20.08.2010,00579,Store Credit,R002,130.00,,
Credit Sale,20.08.2010,00635,Store Credit,R011,"1,250.00",,
Credit Sale,20.08.2010,00650,AIServices,,600.00,,
Credit Sale,20.08.2010,00655,Store Credit,R005,"2,488.00",,
Credit Sale,20.08.2010,00687,AIServices,,600.00,,
Credit Sale,20.08.2010,00710,Store Credit,R001,"1,550.00",,
Credit Sale,20.08.2010,00710,AIServices,,600.00,,
Credit Sale,20.08.2010,00763,Store Credit,R009,"1,250.00",,
Credit Sale,20.08.2010,00766,Store Credit,R006,"1,550.00",,
Credit Sale,20.08.2010,00794,Store Credit,R011,460.00,,
Credit Sale,20.08.2010,00863,Store Credit,R011,"1,300.00",,
Credit Sale,20.08.2010,00942,Store Credit,R005,"3,680.00",,
Credit Sale,20.08.2010,01161,Store Credit,R006,"3,132.00",,
Credit Sale,20.08.2010,01167,Store Credit,R001,800.00,,
Credit Sale,20.08.2010,01502,Store Credit,R005,"1,160.00",,
Credit Sale,20.08.2010,01523,Store Credit,R006,"1,420.00",,
Credit Sale,20.08.2010,01553,Store Credit,R006,"1,420.00",,
Credit Sale,20.08.2010,01559,Store Credit,R006,485.00,,
Credit Sale,20.08.2010,01596,Store Credit,R002,905.00,,
Credit Sale,20.08.2010,01687,Store Credit,R005,290.00,,
Credit Sale,20.08.2010,01743,Store Credit,R002,650.00,,
Credit Sale,20.08.2010,01763,Clinical Services,,"2,300.00",,
Credit Sale,20.08.2010,01784,Store Credit,R005,"2,020.00",,
Credit Sale,20.08.2010,01784,Store Credit,R005,190.00,,
Credit Sale,20.08.2010,01799,Store Credit,R006,"1,420.00",,
Credit Sale,20.08.2010,01799,Store Credit,R006,130.00,,
Credit Sale,20.08.2010,01895,Store Credit,R011,460.00,,
Credit Sale,20.08.2010,01998,Store Credit,R006,"9,270.00",,
Credit Sale,20.08.2010,02002,Store Credit,R004,"1,400.00",,
Credit Sale,20.08.2010,02034,Store Credit,R006,780.00,,
Credit Sale,20.08.2010,02062,Store Credit,R007,"1,710.00",,
Credit Sale,20.08.2010,02073,Store Credit,R005,"1,690.00",,
Credit Sale,20.08.2010,02113,Store Credit,R006,488.00,,
Credit Sale,20.08.2010,02157,Store Credit,R006,"1,420.00",,
Credit Sale,20.08.2010,02180,Store Credit,R005,778.00,,
Credit Sale,20.08.2010,02183,Store Credit,R007,"1,450.00",,
Credit Sale,20.08.2010,02226,Store Credit,R005,"1,715.00",,
Credit Sale,20.08.2010,02328,AIServices,,600.00,,
Credit Sale,20.08.2010,02330,Store Credit,R006,193.00,,
Credit Sale,20.08.2010,02435,Store Credit,R006,"1,710.00",,
Credit Sale,20.08.2010,02440,Store Credit,R005,"1,420.00",,
Credit Sale,20.08.2010,02499,Store Credit,R019,120.00,,
Credit Sale,20.08.2010,02526,Store Credit,R005,"2,815.00",,
Credit Sale,20.08.2010,02651,Store Credit,R005,"1,390.00",,
Credit Sale,20.08.2010,02658,Store Credit,R011,"1,250.00",,
Credit Sale,20.08.2010,02671,Store Credit,R011,650.00,,
Credit Sale,20.08.2010,02782,Store Credit,R006,"1,710.00",,
Credit Sale,20.08.2010,02891,Store Credit,R005,"1,420.00",,
Credit Sale,20.08.2010,03008,Store Credit,R006,"3,940.00",,
Credit Sale,20.08.2010,03008,Store Credit,R006,580.00,,
Credit Sale,20.08.2010,03008,Store Credit,R006,440.00,,
Credit Sale,20.08.2010,03048,Store Credit,R014,290.00,,
Credit Sale,20.08.2010,03056,Store Credit,R005,295.00,,
Credit Sale,20.08.2010,03062,Store Credit,R011,700.00,,
Credit Sale,20.08.2010,03086,Store Credit,R019,800.00,,
Credit Sale,20.08.2010,03148,Store Credit,R004,670.00,,
Credit Sale,21.08.2010,00060,Store Credit,R004,190.00,,
Credit Sale,21.08.2010,00234,Clinical Services,,550.00,,
Credit Sale,21.08.2010,00757,Store Credit,R002,650.00,,
Credit Sale,21.08.2010,01077,Store Credit,R001,"1,050.00",,
Credit Sale,21.08.2010,01282,Store Credit,R023,800.00,,
Credit Sale,21.08.2010,01510,Store Credit,R017,400.00,,
Credit Sale,21.08.2010,01562,Store Credit,R017,"1,550.00",,
Credit Sale,21.08.2010,01573,Clinical Services,,"1,200.00",,
Credit Sale,21.08.2010,01647,Store Credit,R002,"1,050.00",,
Credit Sale,21.08.2010,01694,Store Credit,R017,400.00,,
Credit Sale,21.08.2010,01787,Store Credit,R002,"1,420.00",,
Credit Sale,21.08.2010,01849,Store Credit,R017,"2,500.00",,
Credit Sale,21.08.2010,02000,Store Credit,R004,"1,400.00",,
Credit Sale,21.08.2010,02095,Store Credit,R017,700.00,,
Credit Sale,21.08.2010,02729,Store Credit,R002,400.00,,
Credit Sale,21.08.2010,02821,Store Credit,R016,230.00,,
Credit Sale,21.08.2010,02911,Store Credit,R001,"5,120.00",,
Credit Sale,21.08.2010,02966,Store Credit,R017,590.00,,
Credit Sale,21.08.2010,02991,AIServices,,600.00,,
Credit Sale,21.08.2010,03100,Store Credit,R009,180.00,,
Credit Sale,22.08.2010,00579,AIServices,,"1,500.00",,
Credit Sale,22.08.2010,00924,AIServices,,600.00,,
Credit Sale,22.08.2010,01025,Store Credit,R020,400.00,,
Credit Sale,22.08.2010,02380,Store Credit,R002,"1,250.00",,
Credit Sale,22.08.2010,02543,Store Credit,R007,290.00,,
Credit Sale,22.08.2010,02583,Clinical Services,,700.00,,
Credit Sale,22.08.2010,02583,AIServices,,"1,000.00",,
Credit Sale,22.08.2010,02852,Store Credit,R002,650.00,,
Credit Sale,22.08.2010,03184,Store Credit,R015,295.00,,
Credit Sale,23.08.2010,00045,Store Credit,R014,"2,320.00",,
Credit Sale,23.08.2010,00081,Store Credit,R002,"1,100.00",,
Credit Sale,23.08.2010,00311,Store Credit,R001,"3,100.00",,
Credit Sale,23.08.2010,00339,Store Credit,R002,"1,250.00",,
Credit Sale,23.08.2010,00577,Store Credit,R002,"1,050.00",,
Credit Sale,23.08.2010,00861,AIServices,,600.00,,
Credit Sale,23.08.2010,00998,Store Credit,R017,400.00,,
Credit Sale,23.08.2010,01069,Store Credit,R002,"1,420.00",,
Credit Sale,23.08.2010,01093,Store Credit,R001,"1,670.00",,
Credit Sale,23.08.2010,01340,Store Credit,R003,300.00,,
Credit Sale,23.08.2010,01773,Store Credit,R004,"2,170.00",,
Credit Sale,23.08.2010,01773,Store Credit,R004,"2,100.00",,
Credit Sale,23.08.2010,01800,Store Credit,R003,"1,250.00",,
Credit Sale,23.08.2010,01867,Store Credit,R002,650.00,,
Credit Sale,23.08.2010,02000,Store Credit,R004,230.00,,
Credit Sale,23.08.2010,02018,Store Credit,R001,"1,370.00",,
Credit Sale,23.08.2010,02048,Store Credit,R001,120.00,,
Credit Sale,23.08.2010,02093,Store Credit,R017,650.00,,
Credit Sale,23.08.2010,02184,Store Credit,R017,650.00,,
Credit Sale,23.08.2010,02243,Store Credit,R002,"1,470.00",,
Credit Sale,23.08.2010,02250,Store Credit,R019,650.00,,
Credit Sale,23.08.2010,02313,Store Credit,R001,"1,400.00",,
Credit Sale,23.08.2010,02313,Store Credit,R001,"3,400.00",,
Credit Sale,23.08.2010,02313,Store Credit,R001,"2,000.00",,
Credit Sale,23.08.2010,02336,Store Credit,R019,"1,390.00",,
Credit Sale,23.08.2010,02358,Store Credit,R016,650.00,,
Credit Sale,23.08.2010,02380,Store Credit,R002,"5,400.00",,
Credit Sale,23.08.2010,02496,Store Credit,R019,220.00,,
Credit Sale,23.08.2010,02550,Store Credit,R002,400.00,,
Credit Sale,23.08.2010,02776,Store Credit,R007,"1,420.00",,
Credit Sale,23.08.2010,02892,Clinical Services,,700.00,,
Credit Sale,23.08.2010,03149,Store Credit,R007,129.00,,
Credit Sale,24.08.2010,00055,Clinical Services,,"3,100.00",,
Credit Sale,24.08.2010,00339,AIServices,,600.00,,
Credit Sale,24.08.2010,00374,Store Credit,R001,"2,170.00",,
Credit Sale,24.08.2010,00627,AIServices,,600.00,,
Credit Sale,24.08.2010,00710,Clinical Services,,"5,130.00",,
Credit Sale,24.08.2010,00844,Store Credit,R003,290.00,,
Credit Sale,24.08.2010,01044,Store Credit,R001,"1,400.00",,
Credit Sale,24.08.2010,01262,Store Credit,R001,180.00,,
Credit Sale,24.08.2010,01763,Store Credit,R004,"1,590.00",,
Credit Sale,24.08.2010,01989,Store Credit,R009,"1,740.00",,
Credit Sale,24.08.2010,02000,Store Credit,R004,"2,800.00",,
Credit Sale,24.08.2010,02086,Store Credit,R009,190.00,,
Credit Sale,24.08.2010,02194,AIServices,,600.00,,
Credit Sale,24.08.2010,02226,Store Credit,R020,"1,250.00",,
Credit Sale,24.08.2010,03100,Store Credit,R009,650.00,,
Credit Sale,25.08.2010,00687,AIServices,,"1,000.00",,
Credit Sale,25.08.2010,01030,Store Credit,R004,400.00,,
Credit Sale,25.08.2010,01327,Store Credit,R017,120.00,,
Credit Sale,25.08.2010,01342,Store Credit,R017,"1,100.00",,
Credit Sale,25.08.2010,01526,AIServices,,600.00,,
Credit Sale,25.08.2010,01582,Store Credit,R017,400.00,,
Credit Sale,25.08.2010,01628,Store Credit,R011,920.00,,
Credit Sale,25.08.2010,01694,Store Credit,R017,"1,250.00",,
Credit Sale,25.08.2010,01784,Store Credit,R005,"1,420.00",,
Credit Sale,25.08.2010,01959,Store Credit,R016,"1,420.00",,
Credit Sale,25.08.2010,01959,Store Credit,R016,120.00,,
Credit Sale,25.08.2010,02208,Store Credit,R011,"1,050.00",,
Credit Sale,25.08.2010,02313,Store Credit,R004,"1,150.00",,
Credit Sale,25.08.2010,02390,Store Credit,R016,295.00,,
Credit Sale,25.08.2010,02604,Store Credit,R003,"1,100.00",,
Credit Sale,25.08.2010,02633,Store Credit,R017,"1,650.00",,
Credit Sale,26.08.2010,00056,Store Credit,R003,"2,500.00",,
Credit Sale,26.08.2010,00499,Clinical Services,,800.00,,
Credit Sale,26.08.2010,00957,Store Credit,R003,"1,250.00",,
Credit Sale,26.08.2010,01167,Store Credit,R002,400.00,,
Credit Sale,26.08.2010,01274,Store Credit,R002,"1,390.00",,
Credit Sale,26.08.2010,01343,Store Credit,R002,650.00,,
Credit Sale,26.08.2010,01491,Clinical Services,,"1,600.00",,
Credit Sale,26.08.2010,01883,AIServices,,"1,000.00",,
Credit Sale,26.08.2010,01905,Store Credit,R009,"1,900.00",,
Credit Sale,26.08.2010,02170,Store Credit,R009,"1,250.00",,
Credit Sale,26.08.2010,02173,AIServices,,"1,000.00",,
Credit Sale,26.08.2010,02633,Clinical Services,,"1,200.00",,
Credit Sale,26.08.2010,02842,Store Credit,R015,"1,949.00",,
Credit Sale,26.08.2010,02846,Store Credit,R012,400.00,,
Credit Sale,27.08.2010,00160,Store Credit,R009,"1,420.00",,
Credit Sale,27.08.2010,00381,AIServices,,600.00,,
Credit Sale,27.08.2010,00566,Store Credit,R012,690.00,,
Credit Sale,27.08.2010,00960,Store Credit,R012,"1,250.00",,
Credit Sale,27.08.2010,01528,AIServices,,600.00,,
Credit Sale,27.08.2010,02310,Store Credit,R002,"1,050.00",,
Credit Sale,27.08.2010,03006,Store Credit,R017,"3,235.00",,
Credit Sale,28.08.2010,00083,Store Credit,R001,"2,699.00",,
Credit Sale,28.08.2010,00388,Store Credit,R001,"1,400.00",,
Credit Sale,28.08.2010,00501,Store Credit,R019,120.00,,
Credit Sale,28.08.2010,00691,AIServices,,600.00,,
Credit Sale,28.08.2010,00691,Clinical Services,,"1,000.00",,
Credit Sale,28.08.2010,01124,AIServices,,600.00,,
Credit Sale,28.08.2010,01345,Store Credit,R004,"1,670.00",,
Credit Sale,28.08.2010,01810,Store Credit,R007,129.00,,
Credit Sale,28.08.2010,01905,Store Credit,R001,600.00,,
Credit Sale,28.08.2010,02000,Store Credit,R001,"3,740.00",,
Credit Sale,28.08.2010,02074,Store Credit,R002,650.00,,
Credit Sale,28.08.2010,02170,Store Credit,R009,190.00,,
Credit Sale,28.08.2010,02250,Store Credit,R019,650.00,,
Credit Sale,28.08.2010,02380,Store Credit,R002,"3,750.00",,
Credit Sale,28.08.2010,02846,AIServices,,600.00,,
Credit Sale,28.08.2010,02980,Store Credit,R007,650.00,,
Credit Sale,28.08.2010,03161,Clinical Services,,"1,470.00",,
Credit Sale,29.08.2010,00318,Store Credit,R023,400.00,,
Credit Sale,29.08.2010,00440,Store Credit,R014,"1,100.00",,
Credit Sale,29.08.2010,00579,AIServices,,600.00,,
Credit Sale,29.08.2010,01122,AIServices,,600.00,,
Credit Sale,29.08.2010,01377,Store Credit,R014,"1,420.00",,
Credit Sale,29.08.2010,02177,AIServices,,600.00,,
Credit Sale,29.08.2010,02406,Clinical Services,,"1,500.00",,
Credit Sale,29.08.2010,02429,AIServices,,600.00,,
Credit Sale,29.08.2010,02583,AIServices,,"1,000.00",,
Credit Sale,30.08.2010,00057,Store Credit,R006,650.00,,
Credit Sale,30.08.2010,00101,Clinical Services,,550.00,,
Credit Sale,30.08.2010,00240,AIServices,,"1,000.00",,
Credit Sale,30.08.2010,00375,Store Credit,R028,"1,250.00",,
Credit Sale,30.08.2010,00585,Clinical Services,,"1,100.00",,
Credit Sale,30.08.2010,00746,Store Credit,R001,650.00,,
Credit Sale,30.08.2010,00844,Store Credit,R003,"1,465.00",,
Credit Sale,30.08.2010,00941,Store Credit,R009,650.00,,
Credit Sale,30.08.2010,01022,Store Credit,R011,650.00,,
Credit Sale,30.08.2010,01022,Store Credit,R011,190.00,,
Credit Sale,30.08.2010,01070,Store Credit,R028,"1,420.00",,
Credit Sale,30.08.2010,01107,Store Credit,R028,"2,500.00",,
Credit Sale,30.08.2010,01523,Store Credit,R006,650.00,,
Credit Sale,30.08.2010,01553,Store Credit,R006,820.00,,
Credit Sale,30.08.2010,01712,Store Credit,R001,230.00,,
Credit Sale,30.08.2010,01827,Store Credit,R028,400.00,,
Credit Sale,30.08.2010,01989,Store Credit,R009,715.00,,
Credit Sale,30.08.2010,01998,Store Credit,R006,"2,655.00",,
Credit Sale,30.08.2010,01998,Store Credit,R006,"4,100.00",,
Credit Sale,30.08.2010,02018,Store Credit,R006,"4,000.00",,
Credit Sale,30.08.2010,02034,Store Credit,R006,650.00,,
Credit Sale,30.08.2010,02157,Store Credit,R006,400.00,,
Credit Sale,30.08.2010,02271,Store Credit,R009,180.00,,
Credit Sale,30.08.2010,02276,Store Credit,R028,"1,250.00",,
Credit Sale,30.08.2010,02453,Store Credit,R009,"1,420.00",,
Credit Sale,30.08.2010,02478,Store Credit,R028,"1,370.00",,
Credit Sale,30.08.2010,02490,Store Credit,R028,190.00,,
Credit Sale,30.08.2010,02603,Store Credit,R028,"1,250.00",,
Credit Sale,30.08.2010,02668,Store Credit,R006,650.00,,
Credit Sale,30.08.2010,02722,Store Credit,R028,400.00,,
Credit Sale,30.08.2010,02745,Store Credit,R028,"1,250.00",,
Credit Sale,30.08.2010,02782,Store Credit,R006,650.00,,
Credit Sale,30.08.2010,02795,Store Credit,R028,120.00,,
Credit Sale,30.08.2010,02838,AIServices,,600.00,,
Credit Sale,30.08.2010,02845,Store Credit,R006,780.00,,
Credit Sale,30.08.2010,02858,Store Credit,R028,"1,250.00",,
Credit Sale,30.08.2010,02882,Store Credit,R028,"2,720.00",,
Credit Sale,30.08.2010,02892,Store Credit,R028,580.00,,
Credit Sale,30.08.2010,02895,Store Credit,R028,250.00,,
Credit Sale,30.08.2010,02911,Store Credit,R001,"2,500.00",,
Credit Sale,30.08.2010,02992,Store Credit,R006,"1,250.00",,
Credit Sale,30.08.2010,03124,Store Credit,R028,"2,070.00",,
Credit Sale,30.08.2010,03124,Store Credit,R028,"1,420.00",,
Credit Sale,30.08.2010,03140,Store Credit,R028,650.00,,
Credit Sale,31.08.2010,00057,Store Credit,R006,"1,400.00",,
Credit Sale,31.08.2010,00655,Store Credit,R005,"1,820.00",,
Credit Sale,31.08.2010,00780,Store Credit,R028,"1,650.00",,
Credit Sale,31.08.2010,01060,Store Credit,R028,"1,480.00",,
Credit Sale,31.08.2010,01070,Store Credit,R028,"1,420.00",,
Credit Sale,31.08.2010,01073,Store Credit,R028,"1,250.00",,
Credit Sale,31.08.2010,01073,Store Credit,R028,120.00,,
Credit Sale,31.08.2010,01107,Store Credit,R028,650.00,,
Credit Sale,31.08.2010,01128,Store Credit,R005,670.00,,
Credit Sale,31.08.2010,01161,Store Credit,R006,"1,420.00",,
Credit Sale,31.08.2010,01447,Store Credit,R028,650.00,,
Credit Sale,31.08.2010,01491,Store Credit,R028,520.00,,
Credit Sale,31.08.2010,01491,Store Credit,R028,650.00,,
Credit Sale,31.08.2010,01658,Store Credit,R005,"3,170.00",,
Credit Sale,31.08.2010,01784,Store Credit,R005,400.00,,
Credit Sale,31.08.2010,01896,Store Credit,R028,400.00,,
Credit Sale,31.08.2010,01950,Store Credit,R006,"1,400.00",,
Credit Sale,31.08.2010,02018,Store Credit,R006,"4,350.00",,
Credit Sale,31.08.2010,02018,Store Credit,R006,"1,250.00",,
Credit Sale,31.08.2010,02018,Clinical Services,,"2,200.00",,
Credit Sale,31.08.2010,02113,Store Credit,R006,500.00,,
Credit Sale,31.08.2010,02113,Store Credit,R006,190.00,,
Credit Sale,31.08.2010,02180,Store Credit,R005,"1,420.00",,
Credit Sale,31.08.2010,02276,Store Credit,R028,"1,250.00",,
Credit Sale,31.08.2010,02478,Store Credit,R028,"1,250.00",,
Credit Sale,31.08.2010,02483,Store Credit,R005,"1,420.00",,
Credit Sale,31.08.2010,02490,Store Credit,R028,"1,650.00",,
Credit Sale,31.08.2010,02745,Store Credit,R028,400.00,,
Credit Sale,31.08.2010,02782,Store Credit,R006,"1,420.00",,
Credit Sale,31.08.2010,02795,Store Credit,R028,650.00,,
Credit Sale,31.08.2010,02795,Store Credit,R028,230.00,,
Credit Sale,31.08.2010,02858,Store Credit,R028,"1,250.00",,
Credit Sale,31.08.2010,02858,Store Credit,R028,500.00,,
Credit Sale,31.08.2010,02882,Store Credit,R028,"3,800.00",,
Credit Sale,31.08.2010,02892,Store Credit,R028,"1,700.00",,
Credit Sale,31.08.2010,02892,Store Credit,R028,"2,050.00",,
Credit Sale,31.08.2010,02895,Store Credit,R028,220.00,,
Credit Sale,31.08.2010,02935,Store Credit,R028,400.00,,
Credit Sale,31.08.2010,02938,Store Credit,R028,290.00,,
Credit Sale,31.08.2010,03008,Store Credit,R006,"1,610.00",,
Credit Sale,31.08.2010,03056,Store Credit,R005,295.00,,
Credit Sale,31.08.2010,03124,Store Credit,R028,"2,500.00",,
Credit Sale,01.09.2010,00025,Store Credit,R004,365.00,,
Credit Sale,01.09.2010,00026,Store Credit,R001,"1,220.00",,
Credit Sale,01.09.2010,00029,Store Credit,R001,"5,835.00",,
Credit Sale,01.09.2010,00029,Store Credit,R001,218.00,,
Credit Sale,01.09.2010,00034,Store Credit,R003,"2,925.00",,
